-	63	0.094030
:	23	0.034328
|	23	0.034328
(	21	0.031343
)	19	0.028358
・	17	0.025373
の	15	0.022388
、	10	0.014925
コール	8	0.011940
マン	8	0.011940
。	8	0.011940
[	8	0.011940
]	8	0.011940
に	8	0.011940
ロナルド	6	0.008955
者	6	0.008955
編集	6	0.008955
受賞	6	0.008955
年	5	0.007463
1	5	0.007463
た	5	0.007463
（	4	0.005970
）	4	0.005970
Ronald	4	0.005970
Colman	4	0.005970
2	4	0.005970
月	4	0.005970
日	4	0.005970
は	4	0.005970
出演	4	0.005970
で	4	0.005970
を	4	0.005970
The	4	0.005970
1958	3	0.004478
イギリス	3	0.004478
俳優	3	0.004478
舞台	3	0.004478
スター	3	0.004478
な	3	0.004478
関連	3	0.004478
が	3	0.004478
世界	3	0.004478
し	3	0.004478
する	3	0.004478
と	3	0.004478
1947	3	0.004478
賞	3	0.004478
れ	3	0.004478
『	2	0.002985
』	2	0.002985
本名	2	0.002985
Charles	2	0.002985
1891	2	0.002985
9	2	0.002985
没	2	0.002985
5	2	0.002985
19	2	0.002985
リッチモンド	2	0.002985
1920	2	0.002985
表示	2	0.002985
プロフィール	2	0.002985
.	2	0.002985
主	2	0.002985
作品	2	0.002985
3	2	0.002985
項目	2	0.002985
外部	2	0.002985
リンク	2	0.002985
第	2	0.002985
て	2	0.002985
日本	2	0.002985
人気	2	0.002985
二	2	0.002985
重	2	0.002985
生活	2	0.002985
アカデミー	2	0.002985
主演	2	0.002985
男優	2	0.002985
1925	2	0.002985
男	2	0.002985
A	2	0.002985
of	2	0.002985
1937	2	0.002985
1942	2	0.002985
1956	2	0.002985
1941	2	0.002985
1960	2	0.002985
出典	1	0.001493
フリー	1	0.001493
百科	1	0.001493
事典	1	0.001493
ウィキペディア	1	0.001493
Wikipedia	1	0.001493
移動	1	0.001493
ナビゲーション	1	0.001493
,	1	0.001493
検索	1	0.001493
生年月日	1	0.001493
年月日	1	0.001493
満	1	0.001493
67	1	0.001493
歳	1	0.001493
出生	1	0.001493
地	1	0.001493
国籍	1	0.001493
配偶	1	0.001493
Thelma	1	0.001493
Raye	1	0.001493
34	1	0.001493
Benita	1	0.001493
Hume	1	0.001493
1938	1	0.001493
58	1	0.001493
：	1	0.001493
目次	1	0.001493
非	1	0.001493
4	1	0.001493
イングランド	1	0.001493
サリー	1	0.001493
出身	1	0.001493
裕福	1	0.001493
商人	1	0.001493
家庭	1	0.001493
生まれ	1	0.001493
ケンブリッジ大学	1	0.001493
エンジニアリング	1	0.001493
学ぶ	1	0.001493
つもり	1	0.001493
だっ	1	0.001493
父親	1	0.001493
死	1	0.001493
により	1	0.001493
断念	1	0.001493
一	1	0.001493
次	1	0.001493
大戦	1	0.001493
従軍	1	0.001493
負傷	1	0.001493
除隊	1	0.001493
回復	1	0.001493
後	1	0.001493
ロンドン	1	0.001493
よう	1	0.001493
なる	1	0.001493
年代	1	0.001493
から	1	0.001493
数々	1	0.001493
映画	1	0.001493
本国	1	0.001493
や	1	0.001493
アメリカ	1	0.001493
のみ	1	0.001493
なら	1	0.001493
ず	1	0.001493
など	1	0.001493
各国	1	0.001493
高い	1	0.001493
博し	1	0.001493
トーキー	1	0.001493
黎明	1	0.001493
期	1	0.001493
代表	1	0.001493
人	1	0.001493
なっ	1	0.001493
口ひげ	1	0.001493
トレードマーク	1	0.001493
なり	1	0.001493
「	1	0.001493
ひ	1	0.001493
げ	1	0.001493
」	1	0.001493
呼ば	1	0.001493
い	1	0.001493
ホワイト	1	0.001493
シスター	1	0.001493
White	1	0.001493
Sister	1	0.001493
1923	1	0.001493
ロモラ	1	0.001493
Romola	1	0.001493
1924	1	0.001493
ステラ・ダラス	1	0.001493
Stella	1	0.001493
Dallas	1	0.001493
ウィンダミア	1	0.001493
夫人	1	0.001493
扇	1	0.001493
Lady	1	0.001493
Windermere	1	0.001493
'	1	0.001493
s	1	0.001493
Fan	1	0.001493
ボー・ジェスト	1	0.001493
Beau	1	0.001493
Geste	1	0.001493
1926	1	0.001493
曳か	1	0.001493
行く	1	0.001493
Condemned	1	0.001493
1929	1	0.001493
仮面	1	0.001493
Masquerader	1	0.001493
1933	1	0.001493
嵐	1	0.001493
三	1	0.001493
色	1	0.001493
旗	1	0.001493
Tale	1	0.001493
Two	1	0.001493
Cities	1	0.001493
1935	1	0.001493
ゼンダ	1	0.001493
城	1	0.001493
虜	1	0.001493
Prison	1	0.001493
Zenda	1	0.001493
失は	1	0.001493
地平線	1	0.001493
Lost	1	0.001493
Horizon	1	0.001493
消え	1	0.001493
ゆく	1	0.001493
灯	1	0.001493
Light	1	0.001493
That	1	0.001493
Failed	1	0.001493
1939	1	0.001493
心	1	0.001493
旅路	1	0.001493
Random	1	0.001493
Harvest	1	0.001493
)　-　	1	0.001493
キネマ旬報	1	0.001493
ベストテン	1	0.001493
位	1	0.001493
Double	1	0.001493
Life	1	0.001493
80	1	0.001493
日間	1	0.001493
一周	1	0.001493
Around	1	0.001493
the	1	0.001493
World	1	0.001493
in	1	0.001493
Eighty	1	0.001493
Days	1	0.001493
サミュエル・ゴールドウィン	1	0.001493
ウィキメディア・コモンズ	1	0.001493
マルチメディア	1	0.001493
あり	1	0.001493
ます	1	0.001493
インターネット	1	0.001493
ムービー	1	0.001493
データベース	1	0.001493
英語	1	0.001493
隠す	1	0.001493
表	1	0.001493
話	1	0.001493
編	1	0.001493
歴	1	0.001493
ゲイリー	1	0.001493
クーパー	1	0.001493
ジェームズ・キャグニー	1	0.001493
1943	1	0.001493
ポール	1	0.001493
ルーカス	1	0.001493
1944	1	0.001493
ビング・クロスビー	1	0.001493
1945	1	0.001493
レイ・ミランド	1	0.001493
1946	1	0.001493
フレドリック・マーチ	1	0.001493
1948	1	0.001493
ローレンス・オリヴィエ	1	0.001493
1949	1	0.001493
ブロデリック・クロフォード	1	0.001493
1950	1	0.001493
ホセ・フェラー	1	0.001493
1951	1	0.001493
ハンフリー	1	0.001493
ボガート	1	0.001493
1952	1	0.001493
ゲーリー・クーパー	1	0.001493
1953	1	0.001493
ウィリアム・ホールデン	1	0.001493
1954	1	0.001493
マーロン・ブランド	1	0.001493
1955	1	0.001493
アーネスト・ボーグナイン	1	0.001493
ユル・ブリンナー	1	0.001493
1957	1	0.001493
アレック・ギネス	1	0.001493
デヴィッド・ニーヴン	1	0.001493
1959	1	0.001493
チャールトン	1	0.001493
ヘストン	1	0.001493
バート・ランカスター	1	0.001493
-------------------------	1	0.001493
全	1	0.001493
リスト	1	0.001493
1928	1	0.001493
1940	1	0.001493
1961	1	0.001493
1980	1	0.001493
1981	1	0.001493
2000	1	0.001493
2001	1	0.001493
-)	1	0.001493
