近鉄	18	0.033272	0.083941
製鉄	14	0.025878	0.069844
釜石	12	0.022181	0.066543
神戸製鋼	12	0.022181	0.066543
新日鉄	11	0.020333	0.060999
八幡	14	0.025878	0.059546
トヨタ	10	0.018484	0.055452
三洋電機	9	0.016636	0.049908
工	10	0.018484	0.046633
府中	8	0.014787	0.044361
東芝	8	0.014787	0.039910
大会	9	0.016636	0.036963
サントリー	7	0.012939	0.034922
優勝	7	0.012939	0.031027
選手権	6	0.011091	0.029934
トヨタ自動車	6	0.011091	0.029934
チーム	8	0.014787	0.029574
19	9	0.016636	0.028264
リコー	5	0.009242	0.027726
83	10	0.018484	0.023283
三菱自工	4	0.007394	0.022182
15	8	0.014787	0.022104
決勝	4	0.007394	0.019956
27	6	0.011091	0.019918
京都	5	0.009242	0.017752
出場	4	0.007394	0.017014
ラグビーフットボール	3	0.005545	0.016635
トーナメント	3	0.005545	0.016635
日本	7	0.012939	0.015360
ラグビー	3	0.005545	0.014966
13	5	0.009242	0.014497
進出	3	0.005545	0.013297
31	4	0.007394	0.013279
東京	4	0.007394	0.012901
BC	4	0.007394	0.012113
16	4	0.007394	0.011369
九州電力	2	0.003697	0.011091
実況	2	0.003697	0.011091
24	3	0.005545	0.010651
11	4	0.007394	0.010336
戦	3	0.005545	0.010280
上位	2	0.003697	0.009978
18	3	0.005545	0.009958
25	3	0.005545	0.009675
26	3	0.005545	0.009675
29	3	0.005545	0.009544
17	3	0.005545	0.009421
22	3	0.005545	0.009421
28	3	0.005545	0.009421
テレビ朝日	2	0.003697	0.008865
14	3	0.005545	0.008698
リーグ	2	0.003697	0.008214
39	2	0.003697	0.008214
アナウンサー	2	0.003697	0.008214
シーズン	2	0.003697	0.007967
37	2	0.003697	0.007967
36	2	0.003697	0.007752
38	2	0.003697	0.007752
10	3	0.005545	0.007577
32	2	0.003697	0.007394
1994	2	0.003697	0.007241
35	2	0.003697	0.007241
50	2	0.003697	0.007241
23	2	0.003697	0.007101
全国	2	0.003697	0.006973
1995	2	0.003697	0.006973
放送	2	0.003697	0.006973
担当	2	0.003697	0.006854
年度	2	0.003697	0.006743
社会	2	0.003697	0.006542
2002	2	0.003697	0.006363
