食べ	17	0.019058	0.057174
の	42	0.047085	0.047085
、	33	0.036996	0.036996
給食	11	0.012332	0.033284
に	29	0.032511	0.032511
三角	10	0.011211	0.030258
た	23	0.025785	0.025898
が	22	0.024664	0.024880
で	22	0.024664	0.024772
指導	8	0.008969	0.020638
。	18	0.020179	0.020179
牛乳	6	0.006726	0.020178
学校	10	0.011211	0.019838
は	16	0.017937	0.017937
和食	5	0.005605	0.016815
を	14	0.015695	0.015695
角	5	0.005605	0.015128
れ	11	0.012332	0.013078
教育	6	0.006726	0.012686
%	11	0.012332	0.012495
食べる	4	0.004484	0.012102
て	10	0.011211	0.011359
と	9	0.010090	0.010134
し	9	0.010090	0.010090
.	9	0.010090	0.010090
是非	3	0.003363	0.010089
パン	3	0.003363	0.010089
生徒	3	0.003363	0.010089
ご飯	3	0.003363	0.010089
さ	8	0.008969	0.009556
なっ	7	0.007848	0.009423
[	8	0.008969	0.009088
]	8	0.008969	0.009088
三	5	0.005605	0.008884
たり	4	0.004484	0.008782
ある	7	0.007848	0.008284
食	3	0.003363	0.008064
（	7	0.007848	0.007848
）	7	0.007848	0.007848
な	6	0.006726	0.007768
児童	3	0.003363	0.007738
よう	5	0.005605	0.007717
など	6	0.006726	0.007645
も	6	0.006726	0.007342
において	4	0.004484	0.007034
ため	5	0.005605	0.006889
方	3	0.003363	0.006880
味噌汁	2	0.002242	0.006726
米飯	2	0.002242	0.006726
汁	2	0.002242	0.006726
食事	2	0.002242	0.006726
嫌い	2	0.002242	0.006726
逸脱	2	0.002242	0.006726
唾液	2	0.002242	0.006726
分泌	2	0.002242	0.006726
ない	5	0.005605	0.006691
日本	5	0.005605	0.006654
管理	3	0.003363	0.006587
1970	3	0.003363	0.006343
いる	5	0.005605	0.006118
おかず	2	0.002242	0.006051
習慣	2	0.002242	0.006051
そのもの	2	0.002242	0.006051
摂取	2	0.002242	0.006051
という	4	0.004484	0.005913
3	5	0.005605	0.005808
千葉	2	0.002242	0.005656
年代	3	0.003363	0.005574
当時	3	0.003363	0.005574
行わ	3	0.003363	0.005388
概念	2	0.002242	0.005376
世代	2	0.002242	0.005376
口	2	0.002242	0.005159
978	2	0.002242	0.005159
.^	3	0.003363	0.004982
本来	2	0.002242	0.004981
M	2	0.002242	0.004981
9	4	0.004484	0.004894
-	4	0.004484	0.004870
“	2	0.002242	0.004831
”	2	0.002242	0.004701
・	4	0.004484	0.004604
一	3	0.003363	0.004596
編集	4	0.004484	0.004563
E	4	0.004484	0.004543
→	2	0.002242	0.004156
以外	2	0.002242	0.004089
問題	2	0.002242	0.004089
ISBN	2	0.002242	0.004089
における	2	0.002242	0.004026
こと	3	0.003363	0.003863
この	3	0.003363	0.003745
一部	2	0.002242	0.003673
他	2	0.002242	0.003673
として	3	0.003363	0.003671
のみ	2	0.002242	0.003632
する	3	0.003363	0.003600
脚注	2	0.002242	0.003592
2	3	0.003363	0.003517
年	3	0.003363	0.003501
1	3	0.003363	0.003469
上	2	0.002242	0.003414
かく	1	0.001121	0.003363
たべ	1	0.001121	0.003363
順序よく	1	0.001121	0.003363
おいしく	1	0.001121	0.003363
味わう	1	0.001121	0.003363
触れ込み	1	0.001121	0.003363
広め	1	0.001121	0.003363
順序	1	0.001121	0.003363
三角形	1	0.001121	0.003363
洋食	1	0.001121	0.003363
一方向	1	0.001121	0.003363
農政	1	0.001121	0.003363
余剰	1	0.001121	0.003363
促進	1	0.001121	0.003363
飲ま	1	0.001121	0.003363
菜	1	0.001121	0.003363
些か	1	0.001121	0.003363
取り合わせ	1	0.001121	0.003363
メニュー	1	0.001121	0.003363
カロリー	1	0.001121	0.003363
従わ	1	0.001121	0.003363
体罰	1	0.001121	0.003363
歩き	1	0.001121	0.003363
エスカレート	1	0.001121	0.003363
職権	1	0.001121	0.003363
濫用	1	0.001121	0.003363
該当	1	0.001121	0.003363
口内	1	0.001121	0.003363
栄養士	1	0.001121	0.003363
飲み物	1	0.001121	0.003363
飲み込む	1	0.001121	0.003363
押し流す	1	0.001121	0.003363
咀嚼	1	0.001121	0.003363
おろそか	1	0.001121	0.003363
口腔	1	0.001121	0.003363
モラル	1	0.001121	0.003363
ハラスメント	1	0.001121	0.003363
育	1	0.001121	0.003363
食卓	1	0.001121	0.003363
一郎	1	0.001121	0.003363
ドライ	1	0.001121	0.003363
マウス	1	0.001121	0.003363
乾い	1	0.001121	0.003363
?』	1	0.001121	0.003363
4535982246	1	0.001121	0.003363
Edgar	1	0.001121	0.003363
Mullane	1	0.001121	0.003363
Saliva	1	0.001121	0.003363
oral	1	0.001121	0.003363
health	1	0.001121	0.003363
Dental	1	0.001121	0.003363
Journal	1	0.001121	0.003363
0904588309	1	0.001121	0.003363
詳しい	1	0.001121	0.003363
:	3	0.003363	0.003363
「	3	0.003363	0.003363
」	3	0.003363	0.003363
か	2	0.002242	0.003351
ず	2	0.002242	0.003210
県	2	0.002242	0.003210
中	2	0.002242	0.003064
飯	1	0.001121	0.003026
呼び	1	0.001121	0.003026
具体	1	0.001121	0.003026
消費	1	0.001121	0.003026
茶	1	0.001121	0.003026
飲む	1	0.001121	0.003026
変わら	1	0.001121	0.003026
外れ	1	0.001121	0.003026
所要	1	0.001121	0.003026
趣旨	1	0.001121	0.003026
弊害	1	0.001121	0.003026
極端	1	0.001121	0.003026
教師	1	0.001121	0.003026
公務員	1	0.001121	0.003026
刑法	1	0.001121	0.003026
固有	1	0.001121	0.003026
調味	1	0.001121	0.003026
実践	1	0.001121	0.003026
推奨	1	0.001121	0.003026
